
---------- Begin Simulation Statistics ----------
simSeconds                                   0.063931                       # Number of seconds simulated (Second)
simTicks                                  63931191000                       # Number of ticks simulated (Tick)
finalTick                                 63931191000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   4023.07                       # Real time elapsed on the host (Second)
hostTickRate                                 15891154                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1633520                       # Number of bytes of host memory used (Byte)
simInsts                                    348309988                       # Number of instructions simulated (Count)
simOps                                      518878492                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    86578                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     128976                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       107632327                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      163009391                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                     885                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     155826742                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   739                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined            44364797                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined         29629645                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                117                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          106564256                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.462280                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.260649                       # Number of insts issued each cycle (Count)
system.cpu0.commit.committedInstType_0::SimdMultAcc            0      0.00%     66.64% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShift          164      0.00%     66.64% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShiftAcc            0      0.00%     66.64% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdDiv            0      0.00%     66.64% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdSqrt            0      0.00%     66.64% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatAdd      3703936      3.12%     69.76% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatAlu            0      0.00%     69.76% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatCmp            0      0.00%     69.76% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatCvt      3605595      3.04%     72.80% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatDiv       519938      0.44%     73.24% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatMisc            0      0.00%     73.24% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatMult      3334019      2.81%     76.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatMultAcc            0      0.00%     76.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatSqrt            0      0.00%     76.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdReduceAdd            0      0.00%     76.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdReduceAlu            0      0.00%     76.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdReduceCmp            0      0.00%     76.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatReduceAdd            0      0.00%     76.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdFloatReduceCmp            0      0.00%     76.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAes            0      0.00%     76.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdAesMix            0      0.00%     76.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdSha1Hash            0      0.00%     76.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdSha1Hash2            0      0.00%     76.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdSha256Hash            0      0.00%     76.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdSha256Hash2            0      0.00%     76.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShaSigma2            0      0.00%     76.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdShaSigma3            0      0.00%     76.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::SimdPredAlu            0      0.00%     76.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::Matrix            0      0.00%     76.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::MatrixMov            0      0.00%     76.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::MatrixOP            0      0.00%     76.05% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::MemRead     15955648     13.45%     89.49% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::MemWrite      1461725      1.23%     90.73% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMemRead      8845918      7.46%     98.18% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::FloatMemWrite      2158060      1.82%    100.00% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::IprAccess            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::InstPrefetch            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu0.commit.committedInstType_0::total    118645479                       # Class of committed instruction (Count)
system.cpu0.commit.commitEligibleSamples     12040292                       # number cycles where commit BW limit reached (Cycle)
system.cpu0.decode.idleCycles                 8129634                       # Number of cycles decode is idle (Cycle)
system.cpu0.decode.blockedCycles             75043535                       # Number of cycles decode is blocked (Cycle)
system.cpu0.decode.runCycles                 19478975                       # Number of cycles decode is running (Cycle)
system.cpu0.decode.unblockCycles              3616969                       # Number of cycles decode is unblocking (Cycle)
system.cpu0.decode.squashCycles                295143                       # Number of cycles decode is squashing (Cycle)
system.cpu0.decode.branchResolved             1787116                       # Number of times decode resolved a branch (Count)
system.cpu0.decode.branchMispred                  908                       # Number of times decode detected a branch misprediction (Count)
system.cpu0.decode.decodedInsts             166293518                       # Number of instructions handled by decode (Count)
system.cpu0.decode.squashedInsts                 4431                       # Number of squashed instructions handled by decode (Count)
system.cpu0.fetch.icacheStallCycles          12755148                       # Number of cycles fetch is stalled on an Icache miss (Cycle)
system.cpu0.fetch.insts                     122733959                       # Number of instructions fetch has processed (Count)
system.cpu0.fetch.branches                    2056525                       # Number of branches that fetch encountered (Count)
system.cpu0.fetch.predictedBranches           1905422                       # Number of branches that fetch has predicted taken (Count)
system.cpu0.fetch.cycles                     93475129                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu0.fetch.squashCycles                 592082                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu0.fetch.miscStallCycles                1095                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu0.fetch.pendingTrapStallCycles         5689                       # Number of stall cycles due to pending traps (Cycle)
system.cpu0.fetch.icacheWaitRetryStallCycles        31154                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu0.fetch.cacheLines                 10696139                       # Number of cache lines fetched (Count)
system.cpu0.fetch.icacheSquashes                11100                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu0.fetch.nisnDist::samples         106564256                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::mean             1.682058                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::stdev            3.063951                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::0                78403028     73.57%     73.57% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::1                 1927192      1.81%     75.38% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::2                 1514467      1.42%     76.80% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::3                 1977470      1.86%     78.66% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::4                  905004      0.85%     79.51% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::5                 1645884      1.54%     81.05% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::6                 1783362      1.67%     82.73% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::7                 1453684      1.36%     84.09% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::8                16954165     15.91%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::total           106564256                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.branchRate                 0.019107                       # Number of branch fetches per cycle (Ratio)
system.cpu0.fetch.rate                       1.140308                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu0.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu0.iew.squashCycles                   295143                       # Number of cycles IEW is squashing (Cycle)
system.cpu0.iew.blockCycles                   8553672                       # Number of cycles IEW is blocking (Cycle)
system.cpu0.iew.unblockCycles                 9691982                       # Number of cycles IEW is unblocking (Cycle)
system.cpu0.iew.dispatchedInsts             163010276                       # Number of instructions dispatched to IQ (Count)
system.cpu0.iew.dispSquashedInsts                1155                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu0.iew.dispLoadInsts                33750975                       # Number of dispatched load instructions (Count)
system.cpu0.iew.dispStoreInsts                4750453                       # Number of dispatched store instructions (Count)
system.cpu0.iew.dispNonSpecInsts                  310                       # Number of dispatched non-speculative instructions (Count)
system.cpu0.iew.iqFullEvents                   101592                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu0.iew.lsqFullEvents                 9502937                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu0.iew.memOrderViolationEvents          2516                       # Number of memory order violations (Count)
system.cpu0.iew.predictedTakenIncorrect         11912                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu0.iew.predictedNotTakenIncorrect         4093                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu0.iew.branchMispredicts               16005                       # Number of branch mispredicts detected at execute (Count)
system.cpu0.iew.instsToCommit               155367165                       # Cumulative count of insts sent to commit (Count)
system.cpu0.iew.writebackCount              154261337                       # Cumulative count of insts written-back (Count)
system.cpu0.iew.producerInst                124748797                       # Number of instructions producing a value (Count)
system.cpu0.iew.consumerInst                184856286                       # Number of instructions consuming a value (Count)
system.cpu0.iew.wbRate                       1.433225                       # Insts written-back per cycle ((Count/Cycle))
system.cpu0.iew.wbFanout                     0.674842                       # Average fanout of values written-back ((Count/Count))
system.cpu0.interrupts.clk_domain.clock          8000                       # Clock period in ticks (Tick)
system.cpu0.lsq0.forwLoads                    8361118                       # Number of loads that had data forwarded from stores (Count)
